1	1	0.781970991
0	0	0.450305209
0	1	0.75818453
1	0	0.386142551
1	1	0.855729325
1	1	0.809962558
0	0	0.342504967
0	0	0.428161616
1	1	0.536806692
0	0	0.076908744
1	1	0.945776992
0	0	0.114793125
0	0	0.169467225
1	0	0.363595156
0	0	0.049809742
0	1	0.638414638
1	0	0.392078412
1	1	0.792374799
0	0	0.338484129
1	1	0.666089032
1	1	0.927794163
0	0	0.332653337
1	1	0.860609698
1	1	0.634428972
1	1	0.90996746
1	1	0.773215474
0	0	0.338989609
1	1	0.660869545
1	1	0.55806073
1	1	0.632534364
1	1	0.557232466
1	1	0.893667505
1	0	0.450704441
1	1	0.903164187
1	1	0.589722783
1	1	0.809080197
0	0	0.473409113
1	1	0.666116879
1	1	0.829941541
1	1	0.677443922
1	0	0.454373949
0	0	0.225662802
0	0	0.055086205
1	1	0.755028111
0	0	0.072232286
1	1	0.798642708
1	1	0.928860792
0	0	0.446466703
0	0	0.209984169
1	1	0.698415652
1	1	0.688753873
0	0	0.176586001
0	0	0.180852406
1	1	0.982402926
1	1	0.97719453
1	1	0.981198043
1	1	0.6336676
0	0	0.314304902
1	1	0.826412437
1	1	0.918118653
0	0	0.068960937
0	0	0.141799125
0	0	0.180055982
1	1	0.677972637
0	0	0.384303453
1	1	0.910642981
0	0	0.161024177
1	0	0.41640096
1	1	0.873641795
1	1	0.910009578
0	1	0.506277432
1	1	0.714683354
1	1	0.944942065
0	1	0.636481226
0	0	0.42924587
1	1	0.72444263
0	0	0.409462548
0	1	0.567851665
0	0	0.121541394
0	0	0.31304394
1	0	0.467356703
0	0	0.111089332
0	0	0.337230799
0	0	0.327018449
1	0	0.332824733
0	0	0.328722709
1	1	0.924565312
0	0	0.243611284
1	1	0.659191658
1	1	0.760105004
0	0	0.175407611
1	1	0.86466742
0	0	0.464151975
0	1	0.57304028
0	1	0.55368428
0	0	0.386101619
1	0	0.353379961
1	1	0.93070262
0	0	0.169098808
0	0	0.071608264
1	1	0.86069112
1	1	0.768563013
1	1	0.866695896
0	0	0.262547538
1	0	0.404605328
1	0	0.473456039
1	1	0.89272777
1	1	0.535015945
1	1	0.578363065
0	0	0.265541337
0	0	0.053973181
1	1	0.764649231
1	1	0.784250681
0	0	0.126839332
1	1	0.900318391
1	1	0.8332914
0	0	0.039309267
0	0	0.482805058
1	0	0.327819204
0	0	0.052169416
1	0	0.437618049
1	1	0.82627606
1	1	0.870726575
1	1	0.545989853
0	0	0.316124984
1	1	0.588566979
1	1	0.930549125
1	1	0.802054657
1	1	0.705004547
1	1	0.604959237
0	0	0.144322021
1	1	0.641804754
0	0	0.213032442
0	0	0.095528806
0	0	0.049257752
0	0	0.329262221
0	0	0.124023013
0	0	0.308966561
0	0	0.366925912
0	0	0.348744578
0	0	0.078427518
0	0	0.372648646
0	0	0.445276747
0	0	0.32811151
0	0	0.073414472
0	0	0.049244611
1	1	0.678330986
1	1	0.609081684
1	1	0.942745995
1	1	0.802997582
1	1	0.920557665
1	1	0.653122653
0	0	0.163588274
1	1	0.931842679
0	0	0.309231385
1	1	0.663500265
1	1	0.963139677
0	0	0.265017118
1	1	0.772059558
1	1	0.66516795
0	0	0.042225561
1	1	0.751658187
0	0	0.048057511
0	0	0.320077067
1	1	0.723005886
1	1	0.913764777
1	1	0.759323752
1	1	0.940896508
1	0	0.309269489
1	1	0.894696132
1	0	0.412561368
1	0	0.447942115
1	1	0.738027164
1	1	0.734974121
1	1	0.839269897
1	1	0.80616569
1	1	0.972171848
0	1	0.566163651
1	1	0.862389369
1	1	0.891082507
0	0	0.176653756
1	1	0.554407307
0	0	0.405142906
1	1	0.926740938
1	1	0.926062307
1	1	0.907672338
1	1	0.827905154
1	1	0.972380924
1	1	0.874334063
1	1	0.730668286
1	1	0.872934702
1	1	0.723692335
1	1	0.783670867
1	1	0.863923556
1	1	0.993058825
1	1	0.91581636
1	1	0.906327582
0	0	0.08096965
1	1	0.549913529
1	1	0.869802696
1	1	0.617484298
0	0	0.07503885
1	1	0.838886149
0	0	0.125988268
1	1	0.840869703
1	1	0.823575284
1	1	0.902867409
1	1	0.886107389
0	0	0.144508952
0	1	0.746195852
0	0	0.198871263
1	1	0.73536735
1	1	0.94170564
1	1	0.882899096
1	1	0.928801965
0	0	0.284025634
1	1	0.907718965
0	0	0.339928168
1	1	0.901219315
0	0	0.042292601
1	1	0.51053025
1	1	0.836537387
1	1	0.774296374
0	0	0.157099379
1	1	0.615718596
1	1	0.960068775
1	1	0.883218084
1	0	0.415558459
1	1	0.711272199
1	1	0.872722365
1	1	0.703282195
0	1	0.537878156
0	0	0.169443993
0	0	0.314280504
1	1	0.733277987
1	1	0.738864822
1	1	0.688006781
1	1	0.768467457
1	1	0.778068982
1	1	0.589496993
1	1	0.823307404
1	1	0.80961812
1	1	0.935280547
1	1	0.659766712
1	1	0.828443264
0	0	0.127629917
0	0	0.161310399
1	1	0.701338165
0	0	0.093173726
0	0	0.071641081
0	0	0.114757364
1	1	0.86881777
0	0	0.398528201
0	0	0.107551992
1	1	0.863301645
1	1	0.647221782
1	1	0.827218888
1	1	0.887784316
1	1	0.912496556
0	1	0.550595217
1	1	0.569951064
1	1	0.873739631
1	1	0.921559533
1	1	0.694067736
1	1	0.646672158
0	0	0.291253836
1	1	0.782404821
1	1	0.825890515
1	1	0.692285761
0	1	0.570564787
1	1	0.867360834
1	1	0.974087266
0	0	0.171580582
0	0	0.184921479
1	1	0.602438177
1	1	0.910520767
1	0	0.281225975
1	0	0.421132885
1	1	0.913548676
1	1	0.669759294
0	0	0.174846612
1	1	0.83900828
1	1	0.915677757
1	1	0.748841787
1	1	0.708986461
1	1	0.846440343
1	0	0.452713748
1	1	0.683285135
0	0	0.311807165
1	1	0.585431897
1	1	0.510928014
1	1	0.663917569
1	1	0.945472551
1	0	0.429678545
0	1	0.698060194
1	1	0.925815467
1	1	0.825133863
0	0	0.402405008
1	1	0.808907919
1	1	0.875392325
1	1	0.851428533
1	1	0.81913519
1	1	0.554534743
1	1	0.531018263
1	1	0.828696582
1	1	0.845035141
1	1	0.893327414
1	1	0.882088287
1	1	0.920575466
1	1	0.780083065
0	0	0.389938641
1	1	0.919418233
0	0	0.148591014
0	0	0.306940291
1	1	0.556452288
0	0	0.340559008
1	1	0.686601784
1	1	0.731255638
1	1	0.662333473
1	1	0.671442441
1	1	0.607493579
0	0	0.174124986
1	1	0.844987547
1	1	0.968459368
0	0	0.079621253
1	1	0.561006762
0	0	0.059872608
1	1	0.639773482
1	1	0.677317758
0	0	0.103721274
1	1	0.81470614
0	0	0.124805162
1	1	0.916201158
1	0	0.483734561
1	1	0.731869718
1	1	0.501743222
1	1	0.697365291
1	1	0.526492622
1	0	0.472580119
1	1	0.901297344
0	0	0.161852899
0	0	0.213354987
1	1	0.805867071
1	1	0.787653496
1	1	0.641887939
1	1	0.599505664
1	0	0.352226642
1	1	0.863454082
0	0	0.330881844
1	1	0.528135786
1	1	0.64551807
1	1	0.671986395
1	1	0.550096113
1	1	0.852152647
1	1	0.952506302
1	1	0.626862921
1	0	0.46479963
1	1	0.932648408
1	1	0.876169856
0	1	0.553222735
1	1	0.886680807
1	1	0.541873379
1	1	0.579571749
1	0	0.476234906
1	1	0.630332135
1	1	0.657677136
1	1	0.678669458
0	0	0.074091064
1	1	0.64119524
0	1	0.595699714
1	1	0.762695971
1	0	0.351543611
0	0	0.450622271
1	1	0.957812158
1	1	0.943204387
1	0	0.301167208
1	0	0.416396203
1	1	0.702867604
0	0	0.421820398
0	0	0.171253706
1	0	0.366864738
0	0	0.381722323
1	1	0.835203477
0	0	0.097494069
1	0	0.441971404
1	1	0.61758389
1	1	0.871036043
1	1	0.906543034
1	1	0.686986225
0	0	0.460789422
1	1	0.893934947
1	1	0.846291181
0	0	0.149630668
1	0	0.41982157
0	0	0.322735375
1	1	0.668668381
0	0	0.105394463
0	0	0.249646756
1	0	0.411565113
1	1	0.59155199
1	1	0.752182314
0	0	0.115045028
1	1	0.897829382
1	1	0.630967465
1	1	0.851411481
1	1	0.90081564
1	1	0.531967049
1	1	0.55181448
1	1	0.734951149
1	1	0.722731101
1	0	0.395457573
1	1	0.635823183
1	1	0.710486181
0	0	0.1241977
1	1	0.825705065
0	0	0.199503755
0	1	0.511657361
1	1	0.715007625
1	1	0.931477477
1	1	0.879097747
1	1	0.90526976
1	1	0.599520408
1	0	0.304171896
1	1	0.665603692
1	1	0.79019442
1	1	0.728811438
1	1	0.915214281
1	1	0.861873144
1	1	0.800225595
1	1	0.904842035
1	1	0.951272882
1	1	0.852580907
1	1	0.875067173
1	1	0.948132966
1	1	0.751574595
1	1	0.68064711
1	1	0.989343646
1	1	0.831666516
1	1	0.578673628
1	1	0.591067147
1	1	0.556616349
1	1	0.725962191
0	0	0.298500452
0	0	0.254759827
0	0	0.272551492
0	0	0.140152775
0	0	0.22947747
0	0	0.323299481
1	1	0.72058007
